complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly,resolved_days_new,resolution_date_new,cost_difference,cost_diff_percent
C0983,"Streetlights not working near Lane 12 in Deccan, causing night-time hazards.",Deccan,Streetlight Issue,2024-01-05,Urban Lighting and Infrastructure Department,Medium,Pending,Warje,Tree Fall,8,2024-01-13,Medium,2,Took too long to resolve.,Completed,2742,2024-06-24,3166,False,Yes,Streetlight Issue,Deccan,0,,424,0.1339229311433986
C0984,"Sewage overflow issue near Lane 44 in Kothrud, foul smell and waterlogging.",Kothrud,Sewage Problem,2024-02-23,Sewerage and Drainage Department,High,In Progress,Warje,Street Light,215,2024-09-25,High,5,Very satisfied with the resolution.,Completed,9659,2024-04-29,10067,False,Yes,Sewage Problem,Kothrud,2,2024-02-25,408,0.0405284593225389
C0985,"Unauthorized parking near Lane 63 in Shivajinagar, causing congestion.",Shivajinagar,Illegal Parking,2024-03-28,Traffic and Transportation Department,Medium,Pending,Pimpri,Sewage Overflow,191,2024-10-05,Medium,5,Issue handled professionally.,Rejected,0,,57,True,No,Illegal Parking,Shivajinagar,0,,57,1.0
C0986,"Water leakage from pipeline near Lane 61 in Bavdhan, needs urgent attention.",Bavdhan,Water Issue,2024-02-17,Water Supply and Sanitation Department,High,In Progress,Talegaon,Garbage Issue,251,2024-10-25,Low,5,Appreciate the fast response.,Rejected,0,,46,True,No,Water Issue,Bavdhan,26,2024-03-14,46,1.0
C0987,"Streetlights not working near Lane 19 in Pimpri, causing night-time hazards.",Pimpri,Streetlight Issue,2024-02-05,Urban Lighting and Infrastructure Department,Medium,In Progress,Kharadi,Sewage Overflow,25,2024-03-01,Low,5,Issue handled professionally.,In Progress,0,,-248,False,No,Streetlight Issue,Pimpri,25,2024-03-01,248,-1.0
C0988,"Water leakage from pipeline near Lane 62 in Thergaon, needs urgent attention.",Thergaon,Water Issue,2024-01-20,Water Supply and Sanitation Department,High,In Progress,Nigdi,Water Leakage,295,2024-11-10,High,2,Average service.,Completed,4837,2024-04-10,4726,False,No,Water Issue,Thergaon,7,2024-01-27,111,0.0234870926787981
C0989,"Stray dogs causing fear near Lane 47 in Dhanori, especially for kids.",Dhanori,Animal Nuisance,2024-01-19,Animal Control and Welfare Department,Low,In Progress,Balewadi,Illegal Construction,128,2024-05-26,Low,2,"Not bad, not great.",Completed,2014,2024-05-03,2107,False,No,Animal Nuisance,Dhanori,27,2024-02-15,93,0.0441385856668248
C0990,"High noise levels from activities near Lane 51 in Kothrud, disturbing peace.",Kothrud,Noise Pollution,2024-03-30,Environmental Protection Department,Low,Resolved,Talegaon,Illegal Construction,71,2024-06-09,High,3,"Not bad, not great.",Completed,8615,2024-09-22,8997,False,Yes,Noise Pollution,Kothrud,5,2024-04-04,382,0.0424585973102145
C0991,"Uncollected garbage near Lane 18 in Nigdi, causing health concerns.",Nigdi,Garbage Issue,2024-03-13,Municipal Waste Management Department,Medium,Pending,Swargate,Sewage Overflow,215,2024-10-14,High,4,"Great service, very happy.",Completed,8679,2025-03-22,8434,False,No,Garbage Issue,Nigdi,0,,245,0.0290490870286933
C0992,"Sewage overflow issue near Lane 27 in Baner, foul smell and waterlogging.",Baner,Sewage Problem,2024-01-20,Sewerage and Drainage Department,High,In Progress,Hadapsar,Street Light,224,2024-08-31,Low,5,"Great service, very happy.",Completed,9771,2024-02-09,9979,False,No,Sewage Problem,Baner,21,2024-02-10,208,0.0208437719210341
C0993,"Tree fallen near Lane 19 in Thergaon, blocking road and footpath.",Thergaon,Tree Falling,2024-03-29,Urban Forestry and Landscaping Department,High,Resolved,Warje,Road Damage,182,2024-09-27,High,5,Appreciate the fast response.,Rejected,0,,314,True,Yes,Tree Falling,Thergaon,7,2024-04-05,314,1.0
C0994,"High noise levels from activities near Lane 36 in Dhanori, disturbing peace.",Dhanori,Noise Pollution,2024-03-10,Environmental Protection Department,Low,Resolved,Nigdi,Noise Pollution,259,2024-11-24,High,2,Average service.,Escalated,0,,420,True,Yes,Noise Pollution,Dhanori,7,2024-03-17,420,1.0
C0995,"Tree fallen near Lane 15 in Wagholi, blocking road and footpath.",Wagholi,Tree Falling,2024-01-27,Urban Forestry and Landscaping Department,High,Pending,Erandwane,Drainage Problem,132,2024-06-07,Medium,2,Not satisfied with the service.,Completed,518,2024-08-25,467,False,No,Tree Falling,Wagholi,0,,51,0.1092077087794432
C0996,"Stray dogs causing fear near Lane 1 in Viman Nagar, especially for kids.",Viman Nagar,Animal Nuisance,2024-03-12,Animal Control and Welfare Department,Low,Pending,Pashan,Tree Fall,27,2024-04-08,High,5,Issue handled professionally.,Escalated,0,,-491,False,Yes,Animal Nuisance,Viman Nagar,0,,491,-1.0
C0997,"Sewage overflow issue near Lane 49 in Swargate, foul smell and waterlogging.",Swargate,Sewage Problem,2024-03-30,Sewerage and Drainage Department,High,In Progress,Vishrantwadi,Animal Nuisance,102,2024-07-10,High,4,Very satisfied with the resolution.,Completed,9906,2025-01-20,10229,False,Yes,Sewage Problem,Swargate,8,2024-04-07,323,0.0315768892364845
C0998,"Uncollected garbage near Lane 14 in Bibwewadi, causing health concerns.",Bibwewadi,Garbage Issue,2024-02-05,Municipal Waste Management Department,Medium,Resolved,Kondhwa,Sewage Overflow,85,2024-04-30,High,5,"Great service, very happy.",Completed,2473,2024-02-02,2770,False,No,Garbage Issue,Bibwewadi,7,2024-02-12,297,0.1072202166064981
C0999,"Unauthorized parking near Lane 41 in Wanowrie, causing congestion.",Wanowrie,Illegal Parking,2024-02-02,Traffic and Transportation Department,Medium,In Progress,Sinhagad Road,Garbage Issue,88,2024-04-30,Low,2,Took too long to resolve.,Rejected,0,,-259,False,No,Illegal Parking,Wanowrie,29,2024-03-02,259,-1.0
C1000,"Tree fallen near Lane 32 in Nigdi, blocking road and footpath.",Nigdi,Tree Falling,2024-03-18,Urban Forestry and Landscaping Department,High,Pending,Aundh,Animal Nuisance,-30,2024-02-17,High,4,"Resolved quickly, thanks!",Escalated,0,,-250,False,No,Tree Falling,Nigdi,0,,250,-1.0
C1001,"Stray dogs causing fear near Lane 29 in Baner, especially for kids.",Baner,Animal Nuisance,2024-02-05,Animal Control and Welfare Department,Low,Resolved,Pashan,Water Leakage,102,2024-05-17,Low,1,Not satisfied with the service.,Completed,7058,2024-04-07,7434,False,Yes,Animal Nuisance,Baner,26,2024-03-02,376,0.0505784234597793
C1002,"Streetlights not working near Lane 63 in Kharadi, causing night-time hazards.",Kharadi,Streetlight Issue,2024-02-19,Urban Lighting and Infrastructure Department,Medium,Pending,Nanded,Road Damage,52,2024-04-11,Low,2,Took some time but resolved.,Completed,1881,2024-02-28,1385,True,Yes,Streetlight Issue,Kharadi,0,,496,0.3581227436823104
C1003,"Streetlights not working near Lane 44 in Kharadi, causing night-time hazards.",Kharadi,Streetlight Issue,2024-02-17,Urban Lighting and Infrastructure Department,Medium,In Progress,Dhankawadi,Drainage Problem,-38,2024-01-10,Low,5,Very satisfied with the resolution.,Escalated,0,,-382,False,Yes,Streetlight Issue,Kharadi,28,2024-03-16,382,-1.0
C1004,"Unauthorized parking near Lane 20 in Sinhagad Road, causing congestion.",Sinhagad Road,Illegal Parking,2024-03-13,Traffic and Transportation Department,Medium,Resolved,Vishrantwadi,Tree Fall,90,2024-06-11,High,4,"Resolved quickly, thanks!",Completed,6305,2024-10-18,6605,False,No,Illegal Parking,Sinhagad Road,8,2024-03-21,300,0.0454201362604087
C1005,"Unauthorized parking near Lane 17 in Baner, causing congestion.",Baner,Illegal Parking,2024-02-05,Traffic and Transportation Department,Medium,In Progress,Warje,Water Leakage,105,2024-05-20,High,3,Took some time but resolved.,Completed,4535,2024-12-10,4408,False,No,Illegal Parking,Baner,2,2024-02-07,127,0.0288112522686025
C1006,"Frequent power cuts near Lane 28 in Dhankawadi, needs investigation.",Dhankawadi,Electricity Issue,2024-03-14,Electricity Distribution Department,High,In Progress,Bibwewadi,Garbage Issue,184,2024-09-14,High,3,It was okay.,Completed,2763,2024-09-08,2327,False,Yes,Electricity Issue,Dhankawadi,2,2024-03-16,436,0.1873657069187795
C1007,"Streetlights not working near Lane 34 in Thergaon, causing night-time hazards.",Thergaon,Streetlight Issue,2024-01-19,Urban Lighting and Infrastructure Department,Medium,Pending,Balewadi,Street Light,124,2024-05-22,Low,2,It was okay.,Completed,8008,2024-08-29,7653,False,Yes,Streetlight Issue,Thergaon,0,,355,0.0463870377629687
C1008,"Water leakage from pipeline near Lane 69 in NIBM Road, needs urgent attention.",NIBM Road,Water Issue,2024-01-29,Water Supply and Sanitation Department,High,In Progress,Sinhagad Road,Tree Fall,82,2024-04-20,High,4,Issue handled professionally.,Rejected,0,,-277,False,No,Water Issue,NIBM Road,7,2024-02-05,277,-1.0
C1009,"Water leakage from pipeline near Lane 25 in NIBM Road, needs urgent attention.",NIBM Road,Water Issue,2024-01-30,Water Supply and Sanitation Department,High,In Progress,Erandwane,Drainage Problem,246,2024-10-02,Medium,5,"Great service, very happy.",Completed,7299,2024-11-05,7037,False,No,Water Issue,NIBM Road,19,2024-02-18,262,0.0372317749040784
C1010,"Unauthorized parking near Lane 32 in Pashan, causing congestion.",Pashan,Illegal Parking,2024-03-12,Traffic and Transportation Department,Medium,Pending,Pimpri,Water Leakage,188,2024-09-16,High,5,Appreciate the fast response.,Completed,7005,2025-02-06,6681,False,Yes,Illegal Parking,Pashan,0,,324,0.0484957341715312
C1011,"Stray dogs causing fear near Lane 42 in Sinhagad Road, especially for kids.",Sinhagad Road,Animal Nuisance,2024-04-03,Animal Control and Welfare Department,Low,Pending,Erandwane,Water Leakage,2,2024-04-05,High,4,Appreciate the fast response.,Completed,7252,2024-02-23,7530,False,No,Animal Nuisance,Sinhagad Road,0,,278,0.0369189907038512
C1012,"Frequent power cuts near Lane 4 in Pashan, needs investigation.",Pashan,Electricity Issue,2024-01-12,Electricity Distribution Department,High,In Progress,Pimpri,Illegal Construction,272,2024-10-10,Medium,4,"Great service, very happy.",Completed,9708,2024-01-28,10060,False,Yes,Electricity Issue,Pashan,19,2024-01-31,352,0.0349900596421471
C1013,"Stray dogs causing fear near Lane 5 in Bibwewadi, especially for kids.",Bibwewadi,Animal Nuisance,2024-02-20,Animal Control and Welfare Department,Low,In Progress,Pashan,Road Damage,305,2024-12-21,Medium,5,"Resolved quickly, thanks!",Rejected,0,,-219,False,No,Animal Nuisance,Bibwewadi,12,2024-03-03,219,-1.0
C1014,"Streetlights not working near Lane 55 in Dhankawadi, causing night-time hazards.",Dhankawadi,Streetlight Issue,2024-01-28,Urban Lighting and Infrastructure Department,Medium,In Progress,Nanded,Road Damage,202,2024-08-17,High,4,"Great service, very happy.",Completed,9916,2024-12-26,9478,False,Yes,Streetlight Issue,Dhankawadi,1,2024-01-29,438,0.0462122810719561
C1015,"Water leakage from pipeline near Lane 68 in Camp, needs urgent attention.",Camp,Water Issue,2024-03-19,Water Supply and Sanitation Department,High,In Progress,Aundh,Drainage Problem,185,2024-09-20,High,5,"Resolved quickly, thanks!",In Progress,0,,-284,False,No,Water Issue,Camp,9,2024-03-28,284,-1.0
C1016,"Water leakage from pipeline near Lane 51 in Thergaon, needs urgent attention.",Thergaon,Water Issue,2024-03-02,Water Supply and Sanitation Department,High,Resolved,Kharadi,Road Damage,271,2024-11-28,High,2,"Not bad, not great.",Completed,6412,2024-10-01,6765,False,Yes,Water Issue,Thergaon,3,2024-03-05,353,0.052180339985218
C1017,"Streetlights not working near Lane 57 in Dhankawadi, causing night-time hazards.",Dhankawadi,Streetlight Issue,2024-01-24,Urban Lighting and Infrastructure Department,Medium,Resolved,Pashan,Animal Nuisance,179,2024-07-21,Medium,2,Took some time but resolved.,Completed,5154,2024-09-16,5480,False,Yes,Streetlight Issue,Dhankawadi,10,2024-02-03,326,0.0594890510948905
C1018,"Tree fallen near Lane 43 in Pashan, blocking road and footpath.",Pashan,Tree Falling,2024-03-02,Urban Forestry and Landscaping Department,High,In Progress,Bavdhan,Noise Pollution,58,2024-04-29,Low,1,Took too long to resolve.,Completed,4694,2024-02-22,4988,False,No,Tree Falling,Pashan,25,2024-03-27,294,0.0589414595028067
C1019,"High noise levels from activities near Lane 46 in Koregaon Park, disturbing peace.",Koregaon Park,Noise Pollution,2024-02-11,Environmental Protection Department,Low,Resolved,Fursungi,Animal Nuisance,86,2024-05-07,Medium,5,Issue handled professionally.,Completed,5982,2024-10-21,6170,False,No,Noise Pollution,Koregaon Park,13,2024-02-24,188,0.0304700162074554
C1020,"Uncollected garbage near Lane 10 in Aundh, causing health concerns.",Aundh,Garbage Issue,2024-03-09,Municipal Waste Management Department,Medium,Pending,Erandwane,Drainage Problem,238,2024-11-02,High,5,"Resolved quickly, thanks!",Rejected,0,,-40,False,No,Garbage Issue,Aundh,0,,40,-1.0
C1021,"Frequent power cuts near Lane 52 in Aundh, needs investigation.",Aundh,Electricity Issue,2024-02-09,Electricity Distribution Department,High,In Progress,Baner,Sewage Overflow,170,2024-07-28,Low,4,Issue handled professionally.,Completed,5333,2024-10-02,5761,False,Yes,Electricity Issue,Aundh,20,2024-02-29,428,0.0742926575247353
C1022,"High noise levels from activities near Lane 17 in Pimpri, disturbing peace.",Pimpri,Noise Pollution,2024-04-07,Environmental Protection Department,Low,In Progress,Pashan,Water Leakage,73,2024-06-19,High,5,"Great service, very happy.",Completed,5100,2024-09-07,5209,False,No,Noise Pollution,Pimpri,4,2024-04-11,109,0.0209253215588404
C1023,"Water leakage from pipeline near Lane 54 in Koregaon Park, needs urgent attention.",Koregaon Park,Water Issue,2024-01-18,Water Supply and Sanitation Department,High,Pending,Bibwewadi,Noise Pollution,190,2024-07-26,Medium,2,Issue still persists.,Completed,5325,2024-06-26,4929,False,Yes,Water Issue,Koregaon Park,0,,396,0.0803408399269628
C1024,"Uncollected garbage near Lane 50 in Dhankawadi, causing health concerns.",Dhankawadi,Garbage Issue,2024-03-18,Municipal Waste Management Department,Medium,Pending,Erandwane,Noise Pollution,-26,2024-02-21,Medium,3,Neutral experience.,Completed,7222,2025-04-05,6820,False,Yes,Garbage Issue,Dhankawadi,0,,402,0.0589442815249266
C1025,"Frequent power cuts near Lane 47 in Parvati, needs investigation.",Parvati,Electricity Issue,2024-02-27,Electricity Distribution Department,High,Pending,Fursungi,Drainage Problem,249,2024-11-02,Low,2,Issue still persists.,In Progress,0,,10,True,No,Electricity Issue,Parvati,0,,10,1.0
C1026,"Damaged road with potholes near Lane 44 in Koregaon Park, dangerous for vehicles.",Koregaon Park,Road Damage,2024-01-14,Public Works Department,High,Pending,Vishrantwadi,Noise Pollution,-7,2024-01-07,High,2,Took some time but resolved.,Completed,3127,2024-09-15,3011,False,No,Road Damage,Koregaon Park,0,,116,0.0385254068415808
C1027,"Uncollected garbage near Lane 18 in Nigdi, causing health concerns.",Nigdi,Garbage Issue,2024-01-22,Municipal Waste Management Department,Medium,In Progress,Viman Nagar,Drainage Problem,325,2024-12-12,High,2,Neutral experience.,Completed,8252,2024-07-03,8156,False,No,Garbage Issue,Nigdi,8,2024-01-30,96,0.0117704757233938
C1028,"Stray dogs causing fear near Lane 2 in Bavdhan, especially for kids.",Bavdhan,Animal Nuisance,2024-02-24,Animal Control and Welfare Department,Low,In Progress,Nigdi,Drainage Problem,77,2024-05-11,High,2,Had to follow up multiple times.,Completed,869,2024-10-09,1191,False,Yes,Animal Nuisance,Bavdhan,7,2024-03-02,322,0.2703610411418976
C1029,"Sewage overflow issue near Lane 31 in Chinchwad, foul smell and waterlogging.",Chinchwad,Sewage Problem,2024-02-22,Sewerage and Drainage Department,High,In Progress,Dhankawadi,Illegal Construction,-34,2024-01-19,Low,4,Very satisfied with the resolution.,Completed,1358,2024-01-26,1375,False,No,Sewage Problem,Chinchwad,20,2024-03-13,17,0.0123636363636363
C1030,"Stray dogs causing fear near Lane 68 in Baner, especially for kids.",Baner,Animal Nuisance,2024-03-04,Animal Control and Welfare Department,Low,Resolved,Kothrud,Drainage Problem,211,2024-10-01,High,4,Appreciate the fast response.,In Progress,0,,-25,False,No,Animal Nuisance,Baner,9,2024-03-13,25,-1.0
C1031,"Uncollected garbage near Lane 2 in Sinhagad Road, causing health concerns.",Sinhagad Road,Garbage Issue,2024-02-02,Municipal Waste Management Department,Medium,Pending,Vishrantwadi,Sewage Overflow,161,2024-07-12,Low,2,Average service.,Completed,2945,2025-01-29,3421,False,Yes,Garbage Issue,Sinhagad Road,0,,476,0.1391406021631102
C1032,"Water leakage from pipeline near Lane 26 in Dhankawadi, needs urgent attention.",Dhankawadi,Water Issue,2024-01-04,Water Supply and Sanitation Department,High,Resolved,Vishrantwadi,Illegal Construction,125,2024-05-08,Low,2,Average service.,Completed,4026,2024-06-14,4234,False,No,Water Issue,Dhankawadi,25,2024-01-29,208,0.0491261218705715
C1033,"Frequent power cuts near Lane 22 in Nigdi, needs investigation.",Nigdi,Electricity Issue,2024-03-06,Electricity Distribution Department,High,Pending,Balewadi,Animal Nuisance,7,2024-03-13,Medium,5,Appreciate the fast response.,Completed,7240,2024-01-06,7602,False,Yes,Electricity Issue,Nigdi,0,,362,0.0476190476190476
C1034,"Uncollected garbage near Lane 23 in Sinhagad Road, causing health concerns.",Sinhagad Road,Garbage Issue,2024-03-22,Municipal Waste Management Department,Medium,In Progress,Karvenagar,Animal Nuisance,36,2024-04-27,Medium,5,Appreciate the fast response.,Completed,9929,2024-08-21,10073,False,No,Garbage Issue,Sinhagad Road,11,2024-04-02,144,0.0142956418147523
C1035,"Damaged road with potholes near Lane 15 in Dhanori, dangerous for vehicles.",Dhanori,Road Damage,2024-02-27,Public Works Department,High,Resolved,Viman Nagar,Animal Nuisance,76,2024-05-13,Low,5,"Great service, very happy.",Completed,2357,2024-03-09,2726,False,Yes,Road Damage,Dhanori,22,2024-03-20,369,0.1353631694790902
C1036,"Streetlights not working near Lane 57 in Dhanori, causing night-time hazards.",Dhanori,Streetlight Issue,2024-01-09,Urban Lighting and Infrastructure Department,Medium,Pending,Nanded,Road Damage,348,2024-12-22,High,5,Appreciate the fast response.,Completed,6089,2025-02-14,6359,False,No,Streetlight Issue,Dhanori,0,,270,0.0424595062116685
